Continent,Country,City,City_Latitude,City_Longitude,Population,Population_Latitude,Population_Longitude,Distance,Maximum_Distance,Standardized_Distance
North America,USA,Kalamazoo,42.28978,-85.584679,1,42.277625,-85.587393,1.3699,8.4617,0.1619
North America,USA,Kalamazoo,42.28978,-85.584679,2,42.280685,-85.58715600000001,1.0316,8.4617,0.1219
North America,USA,Kalamazoo,42.28978,-85.584679,3,42.282749,-85.587377,0.8127,8.4617,0.096
North America,USA,Kalamazoo,42.28978,-85.584679,4,42.285022999999995,-85.587331,0.5722,8.4617,0.0676
North America,USA,Kalamazoo,42.28978,-85.584679,5,42.28734,-85.587262,0.3446,8.4617,0.0407
North America,USA,Kalamazoo,42.28978,-85.584679,6,42.289834,-85.58698000000001,0.1894,8.4617,0.0224
North America,USA,Kalamazoo,42.28978,-85.584679,7,42.292477000000005,-85.587468,0.3776,8.4617,0.0446
North America,USA,Kalamazoo,42.28978,-85.584679,8,42.294323,-85.587512,0.5563,8.4617,0.0657
North America,USA,Kalamazoo,42.28978,-85.584679,9,42.296287,-85.587577,0.7618,8.4617,0.09
North America,USA,Kalamazoo,42.28978,-85.584679,10,42.298832,-85.587623,1.0353,8.4617,0.1224
North America,USA,Kalamazoo,42.28978,-85.584679,11,42.30142,-85.587698,1.3179,8.4617,0.1557
North America,USA,Kalamazoo,42.28978,-85.584679,12,42.303315000000005,-85.58774100000001,1.5259,8.4617,0.1803
North America,USA,Kalamazoo,42.28978,-85.584679,13,42.305572,-85.587575,1.7721,8.4617,0.2094
North America,USA,Kalamazoo,42.28978,-85.584679,14,42.307505,-85.587594,1.9855,8.4617,0.2346
North America,USA,Kalamazoo,42.28978,-85.584679,15,42.309484000000005,-85.58988199999999,2.2324,8.4617,0.2638
North America,USA,Kalamazoo,42.28978,-85.584679,16,42.311479,-85.589916,2.451,8.4617,0.2897
North America,USA,Kalamazoo,42.28978,-85.584679,17,42.313207,-85.589963,2.641,8.4617,0.3121
North America,USA,Kalamazoo,42.28978,-85.584679,18,42.315744,-85.589908,2.9189,8.4617,0.345
North America,USA,Kalamazoo,42.28978,-85.584679,19,42.318191,-85.589884,3.188,8.4617,0.3768
North America,USA,Kalamazoo,42.28978,-85.584679,20,42.320184000000005,-85.589851,3.4074,8.4617,0.4027
North America,USA,Kalamazoo,42.28978,-85.584679,21,42.322122,-85.589361,3.6168,8.4617,0.4274
North America,USA,Kalamazoo,42.28978,-85.584679,22,42.324544,-85.589793,3.8884,8.4617,0.4595
North America,USA,Kalamazoo,42.28978,-85.584679,23,42.327227,-85.58975,4.1847,8.4617,0.4945
North America,USA,Kalamazoo,42.28978,-85.584679,24,42.329473,-85.589977,4.4351,8.4617,0.5241
North America,USA,Kalamazoo,42.28978,-85.584679,25,42.331422,-85.589726,4.6489,8.4617,0.5494
North America,USA,Kalamazoo,42.28978,-85.584679,26,42.333372999999995,-85.589761,4.8653,8.4617,0.575
North America,USA,Kalamazoo,42.28978,-85.584679,27,42.335254,-85.58982900000001,5.0742,8.4617,0.5997
North America,USA,Kalamazoo,42.28978,-85.584679,28,42.337149,-85.59007700000001,5.2859,8.4617,0.6247
North America,USA,Kalamazoo,42.28978,-85.584679,29,42.339098,-85.589906,5.5007,8.4617,0.6501
North America,USA,Kalamazoo,42.28978,-85.584679,30,42.340984000000006,-85.590132,5.7113,8.4617,0.675
North America,USA,Kalamazoo,42.28978,-85.584679,31,42.346394,-85.590182,6.3114,8.4617,0.7459
North America,USA,Kalamazoo,42.28978,-85.584679,32,42.348362,-85.589936,6.5283,8.4617,0.7715
North America,USA,Kalamazoo,42.28978,-85.584679,33,42.350239,-85.590051,6.7372,8.4617,0.7962
North America,USA,Kalamazoo,42.28978,-85.584679,34,42.352081,-85.589959,6.9411,8.4617,0.8203
North America,USA,Kalamazoo,42.28978,-85.584679,35,42.353988,-85.589956,7.1528,8.4617,0.8453
North America,USA,Kalamazoo,42.28978,-85.584679,36,42.356105,-85.589968,7.3878,8.4617,0.8731
North America,USA,Kalamazoo,42.28978,-85.584679,37,42.358112,-85.590035,7.6109,8.4617,0.8995
North America,USA,Kalamazoo,42.28978,-85.584679,38,42.361457,-85.590036,7.9823,8.4617,0.9433
North America,USA,Kalamazoo,42.28978,-85.584679,39,42.36342,-85.590204,8.201,8.4617,0.9692
North America,USA,Kalamazoo,42.28978,-85.584679,40,42.365772,-85.590099,8.4617,8.4617,1
